Student_ID,Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate (%),Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Final_Grade
S07957,25,Female,41,Visual,13,Yes,96,76,98,No,Medium,25,9,B
S07958,26,Male,11,Auditory,7,No,84,79,71,Yes,Medium,21,10,B
S07959,18,Female,48,Visual,1,Yes,61,80,52,Yes,Low,15,7,B
S07960,21,Male,18,Reading/Writing,17,No,79,72,63,Yes,Medium,19,7,B
S07961,28,Female,49,Reading/Writing,6,Yes,74,93,65,Yes,Medium,23,7,A
S07962,19,Female,8,Kinesthetic,16,Yes,71,71,56,No,Medium,23,4,B
S07963,28,Female,40,Reading/Writing,13,No,58,94,85,Yes,Medium,24,5,A
S07964,27,Female,24,Auditory,1,Yes,67,69,73,Yes,Medium,28,4,C
S07965,26,Male,32,Auditory,7,Yes,72,77,69,Yes,Low,5,5,B
S07966,28,Male,19,Auditory,0,Yes,93,97,56,No,Medium,27,5,A
S07967,27,Male,18,Reading/Writing,11,No,57,60,66,Yes,High,2,10,C
S07968,26,Other,34,Auditory,3,No,88,56,79,Yes,Low,1,9,C
S07969,26,Female,33,Kinesthetic,20,Yes,55,65,61,Yes,High,15,8,C
S07970,28,Female,26,Reading/Writing,20,No,69,99,61,Yes,Medium,7,9,A
S07971,21,Female,6,Visual,8,Yes,84,100,83,Yes,Medium,5,4,A
S07972,18,Male,42,Reading/Writing,10,Yes,96,91,76,No,Low,6,5,A
S07973,27,Female,12,Reading/Writing,19,Yes,52,86,90,Yes,High,9,4,A
S07974,23,Female,41,Reading/Writing,1,No,68,50,96,Yes,High,2,6,D
S07975,22,Female,30,Auditory,12,Yes,57,64,75,Yes,Low,17,9,C
S07976,24,Female,5,Visual,13,No,73,95,58,Yes,Low,28,7,A
S07977,22,Male,6,Kinesthetic,14,Yes,84,69,58,No,Medium,21,7,C
S07978,23,Male,21,Visual,19,No,59,48,94,Yes,Medium,14,4,D
S07979,21,Female,38,Reading/Writing,8,No,58,64,99,No,Medium,30,4,C
S07980,27,Male,41,Reading/Writing,0,Yes,68,49,95,No,Medium,8,8,D
S07981,24,Female,24,Visual,0,No,98,41,51,Yes,Medium,0,4,D
S07982,25,Male,26,Auditory,15,Yes,50,95,99,Yes,Medium,11,4,A
S07983,18,Female,41,Reading/Writing,5,Yes,92,78,55,Yes,Medium,25,8,B
S07984,23,Male,40,Auditory,6,No,94,67,97,No,Medium,10,10,C
S07985,27,Female,22,Auditory,19,Yes,76,100,67,No,High,6,8,A
S07986,23,Male,13,Visual,4,Yes,58,96,93,Yes,Medium,16,10,A
S07987,23,Male,22,Reading/Writing,12,Yes,88,49,76,No,Medium,2,4,D
S07988,29,Male,41,Reading/Writing,20,Yes,50,74,61,No,Low,8,6,B
S07989,19,Female,43,Visual,1,No,58,69,97,Yes,Medium,27,7,C
S07990,22,Male,6,Kinesthetic,19,Yes,87,57,73,No,Low,16,8,C
S07991,18,Female,24,Kinesthetic,11,Yes,82,97,67,No,Low,10,10,A
S07992,19,Male,41,Visual,19,Yes,86,55,76,No,Medium,11,7,C
S07993,29,Male,28,Reading/Writing,12,Yes,68,46,68,No,Medium,16,9,D
S07994,23,Female,16,Kinesthetic,2,No,89,41,86,No,Medium,11,4,D
S07995,28,Male,35,Reading/Writing,3,Yes,64,43,51,No,Medium,21,7,D
S07996,20,Female,27,Visual,6,Yes,76,62,74,Yes,Low,2,5,C
S07997,25,Male,40,Reading/Writing,12,Yes,95,87,56,Yes,Medium,21,10,A
S07998,27,Female,16,Auditory,18,Yes,60,90,77,No,Low,25,5,A
S07999,20,Female,26,Reading/Writing,19,Yes,82,97,62,Yes,Low,23,5,A
S08000,19,Female,9,Visual,2,Yes,76,76,92,Yes,Medium,28,8,B
S08001,28,Female,36,Kinesthetic,11,No,77,57,88,Yes,Low,26,9,C
S08002,29,Male,8,Reading/Writing,15,No,78,67,72,No,High,1,8,C
S08003,25,Female,30,Reading/Writing,14,Yes,91,98,76,No,High,11,4,A
S08004,29,Female,34,Reading/Writing,17,Yes,99,73,93,Yes,Medium,5,8,B
S08005,29,Female,49,Reading/Writing,18,Yes,64,62,83,Yes,Medium,20,7,C
S08006,29,Male,24,Reading/Writing,7,Yes,53,79,84,Yes,High,17,6,B
S08007,18,Female,41,Kinesthetic,5,No,95,41,86,Yes,Low,4,7,D
S08008,29,Female,33,Auditory,14,Yes,84,52,63,Yes,Medium,7,6,D
S08009,26,Female,37,Reading/Writing,3,Yes,57,46,56,Yes,Medium,4,10,D
S08010,18,Male,16,Auditory,2,Yes,54,75,84,No,Low,23,8,B
S08011,27,Male,12,Auditory,18,No,54,62,52,Yes,High,16,6,C
S08012,24,Female,35,Visual,6,Yes,67,90,74,Yes,High,1,9,A
S08013,23,Female,19,Kinesthetic,3,Yes,73,77,71,Yes,Medium,16,10,B
S08014,20,Male,14,Visual,17,No,76,60,76,Yes,Low,12,10,C
S08015,29,Female,38,Reading/Writing,15,No,64,52,60,Yes,Medium,10,5,D
S08016,29,Female,33,Reading/Writing,12,No,95,52,69,Yes,High,12,6,D
S08017,25,Female,15,Kinesthetic,11,Yes,55,79,76,Yes,Medium,30,5,B
S08018,18,Female,41,Reading/Writing,0,No,73,87,79,Yes,High,3,5,A
S08019,28,Male,45,Visual,12,Yes,85,48,85,No,High,5,6,D
S08020,25,Female,30,Reading/Writing,16,Yes,56,91,83,Yes,Low,5,6,A
S08021,24,Female,45,Reading/Writing,4,Yes,51,71,93,Yes,Medium,21,9,B
S08022,21,Male,6,Auditory,18,No,75,48,50,No,Medium,8,4,D
S08023,20,Female,21,Auditory,2,Yes,97,43,59,Yes,Low,26,10,D
S08024,25,Male,15,Kinesthetic,4,Yes,75,57,70,Yes,Medium,4,7,C
S08025,23,Female,34,Reading/Writing,11,No,60,90,87,Yes,Medium,11,7,A
S08026,24,Male,8,Reading/Writing,8,Yes,63,80,71,Yes,Medium,21,7,B
S08027,28,Other,9,Auditory,14,No,86,40,97,Yes,Low,3,4,D
S08028,18,Male,11,Kinesthetic,20,No,62,50,77,No,High,29,5,D
S08029,26,Male,28,Visual,12,Yes,64,98,83,Yes,Low,6,7,A
S08030,19,Male,20,Visual,5,No,83,87,71,Yes,Medium,14,9,A
S08031,18,Female,45,Visual,10,Yes,60,82,70,Yes,Low,14,8,B
S08032,24,Female,46,Visual,8,Yes,52,78,82,Yes,High,5,7,B
S08033,22,Female,48,Auditory,15,Yes,55,81,68,Yes,High,17,5,B
S08034,20,Female,37,Visual,15,Yes,52,92,75,Yes,High,14,8,A
S08035,20,Female,33,Reading/Writing,1,No,52,67,93,Yes,Medium,27,6,C
S08036,27,Male,42,Reading/Writing,10,No,50,56,86,No,Low,21,8,C
S08037,25,Male,26,Reading/Writing,5,No,68,92,86,No,Medium,1,7,A
S08038,21,Female,45,Kinesthetic,14,Yes,54,74,96,Yes,Medium,4,7,B
S08039,26,Male,32,Kinesthetic,20,Yes,59,64,79,No,High,10,4,C
S08040,21,Male,24,Reading/Writing,8,Yes,56,76,77,No,Medium,6,10,B
S08041,21,Female,7,Auditory,9,Yes,74,71,63,Yes,High,1,5,B
S08042,26,Other,5,Auditory,15,Yes,89,43,60,Yes,Low,10,10,D
S08043,27,Male,47,Auditory,10,Yes,91,77,51,No,Medium,6,4,B
S08044,21,Female,16,Auditory,15,Yes,59,52,80,No,Medium,7,7,D
S08045,27,Female,13,Auditory,2,Yes,75,82,85,No,Medium,4,5,B
S08046,23,Female,36,Auditory,20,Yes,92,56,94,No,Low,2,4,C
S08047,28,Female,13,Visual,9,No,78,97,95,No,High,17,6,A
S08048,18,Female,45,Reading/Writing,7,Yes,82,41,98,Yes,High,12,7,D
S08049,18,Male,15,Auditory,9,No,98,73,96,No,Medium,21,6,B
S08050,19,Male,44,Auditory,11,Yes,58,100,70,Yes,High,24,7,A
S08051,26,Female,39,Reading/Writing,17,No,52,100,59,Yes,Medium,4,4,A
S08052,22,Female,42,Reading/Writing,5,Yes,59,87,62,Yes,High,3,10,A
S08053,21,Male,16,Visual,13,Yes,61,95,83,No,Low,1,6,A
S08054,20,Male,45,Visual,20,Yes,69,93,53,No,Low,3,4,A
S08055,18,Other,43,Auditory,0,No,90,93,71,Yes,High,7,8,A
S08056,18,Female,14,Auditory,6,No,88,52,60,Yes,Medium,27,9,D
S08057,27,Female,34,Auditory,16,Yes,77,40,72,No,High,30,10,D
S08058,18,Other,35,Visual,6,Yes,66,52,70,Yes,Medium,17,4,D
S08059,20,Female,15,Auditory,6,Yes,94,57,56,Yes,Medium,9,8,C
S08060,21,Male,25,Kinesthetic,6,Yes,93,56,83,Yes,High,2,10,C
S08061,24,Male,41,Visual,8,Yes,99,81,57,No,Low,10,7,B
S08062,21,Other,26,Visual,3,No,60,74,79,No,Medium,24,7,B
S08063,29,Female,40,Visual,4,Yes,60,54,53,Yes,High,26,4,D
S08064,18,Other,33,Kinesthetic,3,No,68,92,79,Yes,Low,5,9,A
S08065,23,Female,9,Reading/Writing,2,Yes,54,99,65,No,Low,25,8,A
S08066,22,Male,18,Kinesthetic,2,Yes,86,90,60,Yes,Medium,0,10,A
S08067,18,Female,7,Kinesthetic,12,Yes,76,93,81,No,Low,4,7,A
S08068,21,Male,13,Kinesthetic,11,Yes,72,92,64,No,Medium,29,5,A
S08069,25,Male,18,Kinesthetic,0,Yes,57,99,64,Yes,Low,26,8,A
S08070,20,Female,6,Kinesthetic,16,Yes,85,68,77,Yes,Low,29,4,C
S08071,22,Female,16,Reading/Writing,12,No,53,41,59,No,Medium,2,4,D
S08072,23,Male,31,Reading/Writing,6,No,97,51,74,Yes,High,29,8,D
S08073,22,Male,38,Reading/Writing,18,Yes,76,76,81,Yes,High,28,9,B
S08074,29,Female,23,Reading/Writing,17,Yes,73,81,80,No,High,24,4,B
S08075,23,Female,34,Kinesthetic,3,No,72,95,78,No,Medium,28,10,A
S08076,24,Male,17,Reading/Writing,2,No,65,46,82,Yes,Medium,3,8,D
S08077,27,Male,36,Kinesthetic,17,No,94,60,71,Yes,Medium,20,6,C
S08078,19,Other,26,Visual,19,No,68,47,72,Yes,High,24,9,D
S08079,23,Male,13,Reading/Writing,0,No,60,54,66,Yes,High,26,5,D
S08080,29,Female,20,Auditory,12,Yes,58,68,58,Yes,Low,9,10,C
S08081,23,Female,14,Reading/Writing,15,Yes,52,72,63,No,Low,7,7,B
S08082,28,Female,20,Visual,11,No,80,88,81,Yes,Low,21,10,A
S08083,21,Male,8,Reading/Writing,8,No,76,60,67,Yes,Medium,5,8,C
S08084,24,Female,38,Auditory,12,Yes,78,73,62,Yes,Medium,19,6,B
S08085,20,Female,18,Kinesthetic,4,Yes,61,63,51,Yes,Medium,4,7,C
S08086,26,Female,34,Visual,9,Yes,82,57,66,Yes,High,16,10,C
S08087,25,Male,19,Visual,3,Yes,90,47,72,Yes,Low,11,9,D
S08088,26,Female,17,Visual,9,No,90,85,78,Yes,Medium,4,9,A
S08089,19,Female,10,Auditory,5,Yes,97,42,77,Yes,High,17,6,D
S08090,18,Male,21,Visual,10,Yes,88,76,95,Yes,Low,29,4,B
S08091,20,Female,46,Visual,15,No,72,87,53,Yes,High,23,4,A
S08092,29,Male,7,Reading/Writing,18,No,52,99,97,No,High,19,7,A
S08093,21,Male,46,Auditory,19,No,60,46,98,Yes,Medium,0,7,D
S08094,29,Male,30,Auditory,5,Yes,58,51,78,Yes,Medium,2,9,D
S08095,20,Male,10,Reading/Writing,15,Yes,95,83,62,No,Low,1,9,B
S08096,29,Female,34,Reading/Writing,20,No,88,60,94,Yes,Medium,16,9,C
S08097,19,Female,48,Auditory,13,Yes,89,41,73,Yes,High,22,5,D
S08098,28,Male,14,Auditory,0,Yes,74,83,66,No,Medium,8,9,B
S08099,19,Male,43,Kinesthetic,14,No,87,75,99,No,Low,5,9,B
S08100,26,Other,49,Visual,7,No,80,41,67,No,Medium,10,8,D
S08101,27,Male,41,Auditory,4,No,63,60,50,Yes,Medium,2,6,C
S08102,29,Male,9,Reading/Writing,2,Yes,88,48,75,Yes,Low,27,10,D
S08103,24,Male,7,Visual,4,Yes,52,98,63,Yes,Low,29,7,A
S08104,23,Female,18,Kinesthetic,14,No,84,66,98,No,High,7,9,C
S08105,20,Other,14,Auditory,4,No,74,41,76,Yes,Medium,27,7,D
S08106,18,Female,38,Kinesthetic,18,Yes,63,61,52,No,Medium,0,10,C
S08107,26,Female,25,Reading/Writing,20,Yes,86,74,78,No,Medium,27,10,B
S08108,19,Female,12,Kinesthetic,17,No,55,89,93,Yes,Medium,13,10,A
S08109,24,Male,47,Auditory,16,Yes,61,83,65,Yes,Low,0,5,B
S08110,23,Female,27,Kinesthetic,4,No,93,47,86,Yes,Medium,28,7,D
S08111,22,Male,22,Kinesthetic,14,Yes,69,88,60,No,Medium,29,6,A
S08112,19,Female,19,Kinesthetic,18,Yes,58,76,90,Yes,Medium,30,5,B
S08113,24,Male,40,Kinesthetic,19,No,60,63,53,Yes,Low,18,6,C
S08114,23,Male,26,Kinesthetic,17,No,89,86,73,Yes,Medium,23,5,A
S08115,21,Female,36,Auditory,12,Yes,88,91,93,No,Medium,12,10,A
S08116,27,Male,23,Kinesthetic,4,Yes,100,93,98,No,Medium,15,8,A
S08117,28,Female,38,Kinesthetic,9,Yes,65,62,57,Yes,Medium,28,7,C
S08118,22,Male,12,Kinesthetic,9,No,55,76,76,Yes,Low,3,4,B
S08119,21,Male,46,Reading/Writing,15,Yes,98,70,85,Yes,Low,13,10,B
S08120,19,Male,43,Visual,17,No,78,90,61,Yes,Low,27,4,A
S08121,28,Male,27,Reading/Writing,3,Yes,55,53,84,Yes,Low,7,5,D
S08122,19,Male,11,Reading/Writing,13,No,57,48,74,No,Medium,23,5,D
S08123,21,Female,15,Reading/Writing,14,No,84,70,59,Yes,Medium,13,10,B
S08124,18,Female,7,Visual,16,Yes,83,86,66,No,Low,16,5,A
S08125,24,Male,25,Visual,9,Yes,51,43,74,Yes,Medium,16,9,D
S08126,27,Male,18,Auditory,1,No,53,78,69,Yes,High,5,6,B
S08127,28,Female,16,Auditory,19,Yes,81,97,70,No,Low,27,10,A
S08128,18,Male,31,Auditory,13,Yes,55,45,74,Yes,Medium,12,7,D
S08129,23,Male,6,Kinesthetic,6,No,55,50,86,Yes,Medium,6,9,D
S08130,20,Male,33,Kinesthetic,1,Yes,80,55,66,Yes,High,27,7,C
S08131,29,Male,15,Auditory,8,Yes,51,66,63,No,High,3,10,C
S08132,20,Male,30,Visual,7,Yes,75,82,70,Yes,High,15,10,B
S08133,25,Female,20,Auditory,18,Yes,90,89,50,Yes,Medium,8,9,A
S08134,25,Male,11,Kinesthetic,3,Yes,89,94,76,Yes,Low,3,9,A
S08135,26,Male,15,Auditory,18,No,60,47,65,Yes,Medium,6,7,D
S08136,21,Male,16,Reading/Writing,3,Yes,50,49,94,Yes,Medium,21,5,D
S08137,23,Female,22,Visual,3,No,60,93,52,No,High,16,5,A
S08138,21,Male,8,Reading/Writing,9,Yes,79,95,53,Yes,Medium,17,6,A
S08139,20,Female,47,Reading/Writing,20,No,97,41,100,Yes,Low,29,6,D
S08140,24,Female,27,Reading/Writing,17,Yes,56,79,94,Yes,High,29,4,B
S08141,18,Female,47,Kinesthetic,15,Yes,76,77,87,Yes,Medium,3,7,B
S08142,28,Male,37,Reading/Writing,12,Yes,83,44,89,No,Medium,16,8,D
S08143,27,Male,12,Reading/Writing,16,Yes,95,54,80,Yes,Medium,3,4,D
S08144,24,Female,20,Visual,1,Yes,95,75,82,No,Low,2,4,B
S08145,26,Female,21,Kinesthetic,5,Yes,62,54,79,Yes,Low,21,4,D
S08146,26,Male,25,Auditory,16,No,71,52,53,Yes,Medium,12,5,D
S08147,20,Female,11,Reading/Writing,6,Yes,82,75,69,Yes,Medium,0,10,B
S08148,21,Female,38,Auditory,18,Yes,51,77,70,Yes,High,27,4,B
S08149,21,Female,35,Reading/Writing,3,No,85,48,54,Yes,Medium,18,9,D
S08150,24,Female,43,Auditory,20,Yes,70,41,76,Yes,Medium,12,7,D
S08151,24,Female,37,Auditory,8,Yes,78,67,92,No,Medium,3,8,C
S08152,21,Male,9,Auditory,3,No,81,93,89,Yes,Medium,6,8,A
S08153,29,Male,44,Auditory,16,Yes,100,88,51,Yes,Low,17,4,A
S08154,23,Female,28,Kinesthetic,1,Yes,84,91,52,Yes,Medium,22,6,A
S08155,27,Male,13,Visual,17,No,93,90,68,Yes,Medium,26,4,A
S08156,24,Male,29,Visual,6,No,71,94,77,Yes,Medium,7,9,A
S08157,28,Female,12,Reading/Writing,16,No,87,98,54,Yes,Low,7,10,A
S08158,28,Male,30,Visual,4,No,53,69,54,Yes,Medium,3,9,C
S08159,24,Male,14,Auditory,4,No,96,69,98,No,Medium,4,4,C
S08160,28,Male,33,Auditory,6,No,50,64,55,Yes,Medium,2,9,C
S08161,22,Female,34,Visual,1,Yes,75,76,70,Yes,Medium,6,10,B
S08162,18,Male,46,Visual,14,No,55,71,82,Yes,Medium,28,8,B
S08163,18,Male,8,Reading/Writing,13,No,53,54,99,Yes,Medium,14,8,D
S08164,29,Female,18,Reading/Writing,5,Yes,55,50,59,No,Medium,9,7,D
S08165,19,Male,26,Visual,9,Yes,82,73,58,Yes,Medium,27,10,B
S08166,21,Female,39,Auditory,18,No,81,79,98,Yes,Medium,9,10,B
S08167,27,Female,23,Auditory,7,Yes,70,91,51,Yes,Low,28,6,A
S08168,28,Male,5,Auditory,19,Yes,93,66,60,Yes,Low,13,9,C
S08169,20,Female,5,Reading/Writing,10,No,60,92,90,No,Medium,15,9,A
S08170,24,Male,20,Kinesthetic,9,No,84,100,77,Yes,Medium,6,10,A
S08171,24,Female,18,Kinesthetic,2,Yes,97,66,61,Yes,Medium,21,10,C
S08172,25,Female,44,Reading/Writing,6,Yes,71,80,81,Yes,Low,11,4,B
S08173,25,Female,25,Auditory,6,Yes,99,46,50,No,High,1,6,D
S08174,20,Female,45,Auditory,10,No,70,57,68,Yes,Medium,15,8,C
S08175,27,Male,6,Auditory,16,No,54,68,75,Yes,Low,27,8,C
S08176,19,Male,22,Kinesthetic,18,Yes,98,75,90,Yes,High,9,7,B
S08177,21,Female,15,Reading/Writing,7,Yes,87,89,80,Yes,High,30,4,A
S08178,29,Male,16,Kinesthetic,15,No,60,92,86,Yes,Medium,14,6,A
S08179,19,Other,41,Visual,10,No,68,86,63,Yes,Low,5,5,A
S08180,19,Female,43,Visual,14,Yes,87,63,67,Yes,Medium,2,8,C
S08181,26,Other,17,Reading/Writing,14,Yes,73,77,74,No,Low,7,5,B
S08182,18,Female,21,Visual,14,No,53,67,98,No,Low,9,6,C
S08183,22,Female,39,Reading/Writing,15,Yes,55,65,97,Yes,Medium,3,8,C
S08184,29,Female,9,Visual,14,No,72,76,58,No,High,21,4,B
S08185,24,Male,7,Auditory,5,No,96,71,70,Yes,Low,6,6,B
S08186,22,Male,33,Visual,18,Yes,80,91,97,No,Low,30,9,A
S08187,19,Female,32,Kinesthetic,17,Yes,61,90,65,Yes,Medium,7,8,A
S08188,18,Male,24,Visual,3,No,81,87,92,Yes,Medium,2,7,A
S08189,27,Female,43,Visual,1,No,66,100,60,Yes,Low,20,4,A
S08190,26,Male,22,Visual,3,Yes,91,82,53,No,Low,20,4,B
S08191,26,Female,41,Kinesthetic,9,Yes,83,72,82,Yes,High,8,10,B
S08192,25,Female,41,Reading/Writing,16,Yes,98,60,54,No,Low,12,6,C
S08193,28,Female,30,Kinesthetic,10,Yes,99,92,85,Yes,Medium,27,4,A
S08194,22,Female,21,Visual,13,No,91,57,97,Yes,Medium,11,6,C
S08195,21,Female,45,Kinesthetic,10,Yes,51,57,91,Yes,Medium,19,10,C
S08196,28,Male,38,Reading/Writing,20,No,90,51,71,Yes,Medium,16,5,D
S08197,26,Female,17,Visual,2,Yes,89,57,66,No,Low,28,6,C
S08198,21,Male,17,Kinesthetic,8,Yes,69,100,53,No,Low,26,6,A
S08199,29,Male,42,Kinesthetic,12,No,62,45,78,Yes,Medium,19,4,D
S08200,26,Female,44,Reading/Writing,0,No,71,58,65,No,Low,20,7,C
S08201,29,Male,10,Visual,10,No,71,51,88,Yes,Low,26,7,D
S08202,29,Female,45,Reading/Writing,4,No,82,93,91,No,Medium,9,6,A
S08203,19,Male,19,Kinesthetic,2,No,74,46,57,No,Medium,5,5,D
S08204,19,Male,46,Auditory,6,Yes,57,56,84,Yes,Medium,8,8,C
S08205,19,Male,45,Reading/Writing,13,No,84,94,92,No,Medium,0,8,A
S08206,20,Other,34,Visual,9,Yes,51,59,90,Yes,Medium,15,9,C
S08207,29,Female,41,Visual,9,No,96,67,90,No,High,13,8,C
S08208,29,Male,27,Visual,11,No,84,52,80,Yes,Medium,26,5,D
S08209,21,Female,49,Kinesthetic,19,No,91,64,54,Yes,Medium,29,9,C
S08210,19,Female,23,Reading/Writing,10,No,89,90,78,Yes,High,29,6,A
S08211,28,Male,15,Auditory,19,Yes,67,82,62,Yes,Low,29,9,B
S08212,23,Male,36,Visual,12,Yes,74,46,56,Yes,Medium,23,8,D
S08213,21,Female,13,Auditory,6,No,84,81,67,Yes,Medium,15,6,B
S08214,23,Male,29,Auditory,9,Yes,69,59,87,Yes,High,27,6,C
S08215,28,Other,36,Reading/Writing,8,Yes,78,51,73,Yes,Low,28,8,D
S08216,21,Male,36,Reading/Writing,20,Yes,95,43,94,Yes,Medium,1,10,D
S08217,29,Male,49,Visual,2,Yes,62,41,50,Yes,Medium,10,4,D
S08218,22,Male,41,Auditory,11,No,65,85,94,No,Medium,3,7,A
S08219,29,Male,7,Reading/Writing,14,Yes,94,84,71,No,Low,8,4,B
S08220,18,Male,6,Reading/Writing,3,No,82,93,83,Yes,High,14,8,A
S08221,27,Male,49,Reading/Writing,10,Yes,68,45,72,Yes,Low,10,7,D
S08222,23,Female,14,Auditory,16,Yes,50,99,99,Yes,Medium,22,4,A
S08223,28,Male,8,Auditory,0,No,60,85,96,Yes,Low,2,7,A
S08224,22,Female,26,Kinesthetic,14,Yes,89,92,70,No,High,10,5,A
S08225,26,Male,44,Kinesthetic,18,Yes,56,96,75,Yes,Medium,5,6,A
S08226,29,Female,24,Visual,17,No,80,71,59,No,Medium,7,7,B
S08227,29,Female,15,Auditory,9,Yes,88,50,62,No,Low,12,10,D
S08228,29,Male,46,Visual,11,Yes,93,91,92,No,High,13,8,A
S08229,21,Female,42,Kinesthetic,5,No,99,93,57,Yes,Low,25,7,A
S08230,27,Female,46,Auditory,3,Yes,83,83,83,Yes,High,11,9,B
S08231,27,Female,18,Visual,16,Yes,81,88,70,Yes,Medium,11,6,A
S08232,27,Female,35,Auditory,19,Yes,80,47,80,Yes,Low,8,9,D
S08233,29,Female,24,Auditory,16,Yes,66,58,61,Yes,High,30,9,C
S08234,23,Other,17,Visual,12,Yes,80,46,55,Yes,Medium,11,4,D
S08235,27,Male,24,Kinesthetic,10,No,98,47,87,No,Medium,7,6,D
S08236,27,Male,44,Kinesthetic,20,Yes,82,90,98,No,Low,25,6,A
S08237,25,Male,32,Auditory,12,No,82,96,62,No,Medium,5,5,A
S08238,29,Female,20,Reading/Writing,19,Yes,75,46,93,No,Medium,5,6,D
S08239,27,Female,26,Reading/Writing,7,No,52,49,58,No,Medium,15,8,D
S08240,29,Female,27,Reading/Writing,1,Yes,52,75,83,No,Medium,30,9,B
S08241,28,Other,19,Visual,9,Yes,66,52,99,Yes,Medium,15,9,D
S08242,22,Female,30,Auditory,20,Yes,81,87,92,Yes,Medium,22,8,A
S08243,19,Female,47,Kinesthetic,12,Yes,91,83,52,No,High,30,9,B
S08244,25,Male,39,Visual,0,No,61,46,76,Yes,Low,3,9,D
S08245,22,Male,5,Reading/Writing,13,Yes,95,99,70,Yes,Medium,21,5,A
S08246,24,Male,26,Auditory,17,No,72,67,70,No,Medium,2,7,C
S08247,22,Male,38,Visual,13,Yes,61,70,80,No,Medium,20,9,B
S08248,18,Male,46,Auditory,18,Yes,87,44,61,Yes,Medium,15,5,D
S08249,28,Female,10,Auditory,17,Yes,100,44,74,Yes,High,18,9,D
S08250,26,Male,43,Auditory,20,Yes,80,79,100,Yes,Medium,24,8,B
S08251,21,Male,33,Kinesthetic,19,No,82,100,87,Yes,Medium,17,8,A
S08252,27,Male,33,Auditory,3,No,90,71,59,Yes,Low,23,6,B
S08253,29,Female,13,Kinesthetic,3,Yes,66,90,91,Yes,Medium,30,9,A
S08254,25,Male,30,Reading/Writing,7,No,86,99,56,No,Medium,10,5,A
S08255,26,Male,36,Visual,0,Yes,100,59,81,Yes,High,28,4,C
S08256,29,Male,17,Kinesthetic,0,Yes,73,78,80,Yes,High,3,8,B
S08257,18,Female,44,Reading/Writing,1,Yes,75,58,61,No,Low,16,9,C
S08258,29,Female,16,Auditory,14,No,73,47,79,Yes,Medium,7,6,D
S08259,24,Male,42,Kinesthetic,12,Yes,56,92,94,No,Medium,28,5,A
S08260,20,Male,18,Visual,8,No,63,91,80,No,Medium,20,10,A
S08261,23,Female,31,Kinesthetic,10,No,55,47,83,No,Medium,12,8,D
S08262,23,Male,38,Kinesthetic,8,Yes,81,87,59,No,High,24,10,A
S08263,26,Female,17,Reading/Writing,14,Yes,94,76,62,Yes,Low,10,4,B
S08264,22,Other,43,Kinesthetic,0,No,69,73,72,Yes,Low,15,4,B
S08265,21,Female,6,Kinesthetic,13,No,61,40,82,No,Medium,11,7,D
S08266,23,Female,38,Visual,4,No,81,93,67,No,Low,14,8,A
S08267,24,Male,28,Kinesthetic,2,No,85,59,77,Yes,Medium,6,7,C
S08268,27,Male,31,Visual,20,Yes,79,90,97,Yes,Medium,19,7,A
S08269,23,Male,29,Kinesthetic,15,Yes,76,95,53,Yes,Low,29,8,A
S08270,18,Male,14,Reading/Writing,5,Yes,88,91,51,Yes,Medium,23,9,A
S08271,19,Male,23,Visual,0,Yes,71,53,100,Yes,Medium,7,10,D
S08272,21,Male,47,Auditory,20,No,95,64,64,Yes,Low,25,4,C
S08273,26,Female,34,Visual,17,Yes,73,70,53,Yes,Low,17,8,B
S08274,27,Male,10,Visual,1,Yes,89,71,91,Yes,High,9,7,B
S08275,21,Female,36,Visual,19,No,71,69,88,Yes,Medium,30,10,C
S08276,23,Female,38,Auditory,3,Yes,84,86,71,Yes,Low,16,5,A
S08277,18,Female,15,Auditory,0,No,73,55,66,No,Medium,8,4,C
S08278,25,Female,27,Kinesthetic,0,No,66,64,55,Yes,Medium,21,6,C
S08279,21,Male,31,Visual,16,Yes,91,93,68,No,Medium,9,6,A
S08280,26,Male,44,Reading/Writing,1,Yes,93,43,72,Yes,Medium,16,10,D
S08281,21,Female,49,Kinesthetic,11,Yes,90,93,61,Yes,High,25,4,A
S08282,24,Male,9,Kinesthetic,10,No,81,66,79,Yes,Low,1,6,C
S08283,28,Male,49,Visual,10,No,99,82,52,Yes,Low,7,6,B
S08284,19,Female,26,Auditory,18,No,58,76,92,No,High,23,7,B
S08285,24,Male,26,Auditory,0,Yes,72,46,50,Yes,Medium,28,7,D
S08286,22,Male,33,Kinesthetic,19,No,59,82,84,No,Low,24,6,B
S08287,18,Male,20,Visual,6,Yes,66,94,63,Yes,High,13,7,A
S08288,19,Male,14,Auditory,15,Yes,74,65,89,Yes,Low,1,10,C
S08289,20,Male,31,Visual,6,Yes,74,90,78,Yes,Low,29,6,A
S08290,20,Female,27,Reading/Writing,19,Yes,87,46,77,Yes,Low,8,7,D
S08291,24,Female,10,Reading/Writing,16,No,100,69,74,No,Medium,8,10,C
S08292,23,Female,25,Auditory,19,Yes,65,75,70,Yes,Medium,26,10,B
